protein_id,symbol,community,degree,annotation
10090.ENSMUSP00000148220,Anapc10,8,56,"Anaphase-promoting complex subunit 10; Component of the anaphase promoting complex/cyclosome (APC/C), a cell cycle-regulated E3 ubiquitin ligase that controls progression through mitosis and the G1 phase of the cell cycle. The APC/C complex acts by mediating ubiquitination and subsequent degradation of target proteins: it mainly mediates the formation of 'Lys-11'-linked polyubiquitin chains and, to a lower extent, the formation of 'Lys-48'- and 'Lys-63'-linked polyubiquitin chains (By similarity)."
10090.ENSMUSP00000137185,LOC100041806,1,59,PRAME family member 9/15-like.
10090.ENSMUSP00000029489,Gstm4,7,45,"Glutathione S-transferase, mu 4."
10090.ENSMUSP00000110886,Rpl39,3,181,60S ribosomal protein L39; Belongs to the eukaryotic ribosomal protein eL39 family.
10090.ENSMUSP00000071955,Rrs1,0,110,Ribosome biogenesis regulatory protein homolog; Involved in ribosomal large subunit assembly. May regulate the localization of the 5S RNP/5S ribonucleoprotein particle to the nucleolus.
10090.ENSMUSP00000039621,Rfc3,8,57,Replication factor C subunit 3; The elongation of primed DNA templates by DNA polymerase delta and epsilon requires the action of the accessory proteins proliferating cell nuclear antigen (PCNA) and activator 1.
10090.ENSMUSP00000102408,Pecam1,4,68,Platelet endothelial cell adhesion molecule; Cell adhesion molecule which is required for leukocyte transendothelial migration (TEM) under most inflammatory conditions (By similarity). Tyr-679 plays a critical role in TEM and is required for efficient trafficking of PECAM1 to and from the lateral border recycling compartment (LBRC) and is also essential for the LBRC membrane to be targeted around migrating leukocytes (By similarity). Trans-homophilic interaction may play a role in endothelial cell-cell adhesion via cell junctions (By similarity). Heterophilic interaction with CD177 pla [...] 
10090.ENSMUSP00000158993,ENSMUSP00000158993,3,150,Uncharacterized protein; Belongs to the eukaryotic ribosomal protein P1/P2 family.
10090.ENSMUSP00000119715,Rps6kb1,4,57,"Ribosomal protein S6 kinase beta-1; Serine/threonine-protein kinase that acts downstream of mTOR signaling in response to growth factors and nutrients to promote cell proliferation, cell growth and cell cycle progression. Regulates protein synthesis through phosphorylation of EIF4B, RPS6 and EEF2K, and contributes to cell survival by repressing the pro-apoptotic function of BAD. Under conditions of nutrient depletion, the inactive form associates with the EIF3 translation initiation complex. Upon mitogenic stimulation, phosphorylation by the mammalian target of rapamycin complex 1 (mTO [...] "
10090.ENSMUSP00000081010,Gpx1,7,59,Glutathione peroxidase 1; Protects the hemoglobin in erythrocytes from oxidative breakdown.
10090.ENSMUSP00000020630,Hspa4,11,38,Heat shock 70 kDa protein 4; Belongs to the heat shock protein 70 family.
10090.ENSMUSP00000022616,Clu,4,25,"Clusterin alpha chain; Functions as extracellular chaperone that prevents aggregation of non native proteins. Prevents stress-induced aggregation of blood plasma proteins (By similarity). Inhibits formation of amyloid fibrils by APP, APOC2, B2M, CALCA, CSN3, SNCA and aggregation-prone LYZ variants (in vitro). Does not require ATP. Maintains partially unfolded proteins in a state appropriate for subsequent refolding by other chaperones, such as HSPA8/HSC70. Does not refold proteins by itself. Binding to cell surface receptors triggers internalization of the chaperone-client complex and  [...] "
10090.ENSMUSP00000047157,Aqr,5,48,"RNA helicase aquarius; Involved in pre-mRNA splicing as component of the spliceosome. Intron-binding spliceosomal protein required to link pre- mRNA splicing and snoRNP (small nucleolar ribonucleoprotein) biogenesis. Plays a key role in position-dependent assembly of intron- encoded box C/D small snoRNP, splicing being required for snoRNP assembly. May act by helping the folding of the snoRNA sequence. Binds to intron of pre-mRNAs in a sequence-independent manner, contacting the region between snoRNA and the branchpoint of introns (40 nucleotides upstream of the branchpoint) during the [...] "
10090.ENSMUSP00000099888,Ifit1,4,23,"Interferon-induced protein with tetratricopeptide repeats 1; Interferon-induced antiviral RNA-binding protein that specifically binds single-stranded RNA bearing a 5'-triphosphate group (PPP-RNA), thereby acting as a sensor of viral single-stranded RNAs and inhibiting expression of viral messenger RNAs. Single-stranded PPP- RNAs, which lack 2'-O-methylation of the 5' cap and bear a 5'- triphosphate group instead, are specific from viruses, providing a molecular signature to distinguish between self and non-self mRNAs by the host during viral infection. Directly binds PPP-RNA in a non-  [...] "
10090.ENSMUSP00000033544,Brcc3,11,80,"Lys-63-specific deubiquitinase BRCC36; Metalloprotease that specifically cleaves 'Lys-63'-linked polyubiquitin chains. Does not have activity toward 'Lys-48'-linked polyubiquitin chains. Component of the BRCA1-A complex, a complex that specifically recognizes 'Lys-63'-linked ubiquitinated histones H2A and H2AX at DNA lesions sites, leading to target the BRCA1-BARD1 heterodimer to sites of DNA damage at double-strand breaks (DSBs). In the BRCA1-A complex, it specifically removes 'Lys-63'-linked ubiquitin on histones H2A and H2AX, antagonizing the RNF8-dependent ubiquitination at double- [...] "
10090.ENSMUSP00000082548,Isg15,3,74,"Ubiquitin-like protein ISG15; Ubiquitin-like protein which plays a key role in the innate immune response to viral infection either via its conjugation to a target protein (ISGylation) or via its action as a free or unconjugated protein. ISGylation involves a cascade of enzymatic reactions involving E1, E2, and E3 enzymes which catalyze the conjugation of ISG15 to a lysine residue in the target protein. Its target proteins include SERPINA3G/SPI2A, JAK1, MAPK3/ERK1, PLCG1, TRIM25, STAT5A, MAPK1/ERK2 and globin. Can also isgylate: DDX58/RIG-I which inhibits its function in antiviral sign [...] "
10090.ENSMUSP00000034231,Ccl22,4,40,C-C motif chemokine 22; Chemotactic for activated T-lymphocytes. May play an important role in the collaboration of dendritic cells and B- lymphocytes with T-cells in immune responses.
10090.ENSMUSP00000130666,Mars,3,27,"Methionine--tRNA ligase, cytoplasmic; Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first activated by ATP to form AA-AMP and then transferred to the acceptor end of the tRNA. Plays a role in the synthesis of ribosomal RNA in the nucleolus; Belongs to the class-I aminoacyl-tRNA synthetase family."
10090.ENSMUSP00000108413,Cacna1c,4,50,"Voltage-dependent L-type calcium channel subunit alpha-1C; Pore-forming, alpha-1C subunit of the voltage-gated calcium channel that gives rise to L-type calcium currents. Mediates influx of calcium ions into the cytoplasm, and thereby triggers calcium release from the sarcoplasm (By similarity). Plays an important role in excitation-contraction coupling in the heart. Required for normal heart development and normal regulation of heart rhythm. Required for normal contraction of smooth muscle cells in blood vessels and in the intestine. Essential for normal blood pressure regulation via  [...] "
10090.ENSMUSP00000014438,Ndufa2,9,98,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone."
10090.ENSMUSP00000028045,Mrc1,4,33,"Macrophage mannose receptor 1; Mediates the endocytosis of glycoproteins by macrophages. Binds both sulfated and non-sulfated polysaccharide chains. Acts as phagocytic receptor for bacteria, fungi and other pathogens."
10090.ENSMUSP00000075687,Gria3,4,34,"Glutamate receptor 3; Receptor for glutamate that functions as ligand-gated ion channel in the central nervous system and plays an important role in excitatory synaptic transmission. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of  [...] "
10090.ENSMUSP00000113571,Ank1,4,15,"Ankyrin-1; Attaches integral membrane proteins to cytoskeletal elements; binds to the erythrocyte membrane protein band 4.2, to Na-K ATPase, to the lymphocyte membrane protein GP85, and to the cytoskeletal proteins fodrin, tubulin, vimentin and desmin. Erythrocyte ankyrins also link spectrin (beta chain) to the cytoplasmic domain of the erythrocytes anion exchange protein; they retain most or all of these binding functions. In skeletal muscle, isoform Mu7 together with obscurin may provide a molecular link between the sarcoplasmic reticulum and myofibrils."
10090.ENSMUSP00000086923,Isy1,5,47,"Pre-mRNA-splicing factor ISY1 homolog; Component of the spliceosome C complex required for the selective processing of microRNAs (miRNAs) during embryonic stem cell differentiation. Required for the biogenesis of all miRNAs from the pri-miR-17-92 primary transcript except miR-92a. Only required for the biogenesis of miR-290 and miR-96 from the pri-miR-290-295 and pri-miR-96-183 primary transcripts, respectively. Required during the transition of embryonic stem cells (ESCs) from the naive to primed state. By enhancing miRNA biogenesis, promotes exit of ESCs from the naive state to an in [...] "
10090.ENSMUSP00000098127,Cacna1g,4,27,"Voltage-dependent T-type calcium channel subunit alpha; Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. This channel gives rise to T-type calcium currents. T-type calcium channels belong to the ""low-voltage activated (LVA)"" group and are strongly blocked by nickel and mibefradil. A particularity of this type of channels is an opening at quite ne [...] "
10090.ENSMUSP00000029270,Ccna2,8,133,Cyclin-A2; Cyclin which controls both the G1/S and the G2/M transition phases of the cell cycle. Functions through the formation of specific serine/threonine kinase holoenzyme complexes with the cyclin-dependent protein kinases CDK1 and CDK2. The cyclin subunit confers the substrate specificity of these complexes and differentially interacts with and activates CDK1 and CDK2 throughout the cell cycle.
10090.ENSMUSP00000130898,Nt5c2,2,30,Cytosolic purine 5'-nucleotidase; May have a critical role in the maintenance of a constant composition of intracellular purine/pyrimidine nucleotides in cooperation with other nucleotidases. Preferentially hydrolyzes inosine 5'-monophosphate (IMP) and other purine nucleotides (By similarity). Belongs to the 5'(3')-deoxyribonucleotidase family.
10090.ENSMUSP00000024802,Ppil1,5,48,Peptidyl-prolyl cis-trans isomerase-like 1; Involved in pre-mRNA splicing as component of the spliceosome. PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides.
10090.ENSMUSP00000025541,Gnaq,4,74,Guanine nucleotide-binding protein G(q) subunit alpha; Guanine nucleotide-binding proteins (G proteins) are involved as modulators or transducers in various transmembrane signaling systems. Regulates B-cell selection and survival and is required to prevent B-cell-dependent autoimmunity. Regulates chemotaxis of BM- derived neutrophils and dendritic cells (in vitro). Belongs to the G-alpha family. G(q) subfamily.
10090.ENSMUSP00000157839,Kif20a,8,60,"Kinesin-like protein KIF20A; Mitotic kinesin required for chromosome passenger complex (CPC)-mediated cytokinesis. Following phosphorylation by PLK1, involved in recruitment of PLK1 to the central spindle (By similarity). Interacts with guanosine triphosphate (GTP)-bound forms of RAB6A and RAB6B. May act as a motor required for the retrograde RAB6 regulated transport of Golgi membranes and associated vesicles along microtubules. Has a microtubule plus end-directed motility. Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family."
10090.ENSMUSP00000031793,Nt5c3,2,28,Cytosolic 5'-nucleotidase 3A; Nucleotidase which shows specific activity towards cytidine monophosphate (CMP) and 7-methylguanosine monophosphate (m(7)GMP). CMP seems to be the preferred substrate; Belongs to the pyrimidine 5'-nucleotidase family.
10090.ENSMUSP00000080302,Pgk1,9,35,"Phosphoglycerate kinase 1; Catalyzes one of the two ATP producing reactions in the glycolytic pathway via the reversible conversion of 1,3- diphosphoglycerate to 3-phosphoglycerate. In addition to its role as a glycolytic enzyme, it seems that PGK-1 acts as a polymerase alpha cofactor protein (primer recognition protein). May play a role in sperm motility."
10090.ENSMUSP00000109907,Snca,4,69,"Alpha-synuclein; Neuronal protein that plays several roles in synaptic activity such as regulation of synaptic vesicle trafficking and subsequent neurotransmitter release. Participates as a monomer in synaptic vesicle exocytosis by enhancing vesicle priming, fusion and dilation of exocytotic fusion pores. Mechanistically, acts by increasing local Ca(2+) release from microdomains which is essential for the enhancement of ATP-induced exocytosis. Acts also as a molecular chaperone in its multimeric membrane-bound state, assisting in the folding of synaptic fusion components called SNAREs  [...] "
10090.ENSMUSP00000133499,Psmb9,11,49,"Proteasome subunit beta type-9; The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity. This subunit is involved in antigen processing to generate class I binding peptides. Contributes to NFKBIA degradation and subsequently NFKB1 generation; Belongs to the peptidase T1B family."
10090.ENSMUSP00000010520,Nedd8,11,78,"NEDD8; Ubiquitin-like protein which plays an important role in cell cycle control and embryogenesis. Covalent attachment to its substrates requires prior activation by the E1 complex UBE1C-APPBP1 and linkage to the E2 enzyme UBE2M. Attachment of NEDD8 to cullins activates their associated E3 ubiquitin ligase activity, and thus promotes polyubiquitination and proteasomal degradation of cyclins and other regulatory proteins."
10090.ENSMUSP00000151305,Rps12,3,233,40S ribosomal protein S12.
10090.ENSMUSP00000006235,Ctsb,4,24,Cathepsin B heavy chain; Thiol protease which is believed to participate in intracellular degradation and turnover of proteins (By similarity). Cleaves matrix extracellular phosphoglycoprotein MEPE (By similarity). Involved in the solubilization of cross-linked TG/thyroglobulin in the thyroid follicle lumen. Has also been implicated in tumor invasion and metastasis (By similarity). Belongs to the peptidase C1 family.
10090.ENSMUSP00000104703,Nelfcd,6,47,"Negative elongation factor D; Essential component of the NELF complex, a complex that negatively regulates the elongation of transcription by RNA polymerase II (By similarity). The NELF complex, which acts via an association with the DSIF complex and causes transcriptional pausing, is counteracted by the P-TEFb kinase complex (By similarity)."
10090.ENSMUSP00000110498,Taf11,6,52,Transcription initiation factor TFIID subunit 11; Core TAFII present in both of the previously described TFIID species which either lack or contain TAFII30 (TFIID alpha and TFIID beta respectively); Belongs to the TAF11 family.
10090.ENSMUSP00000019290,Cacng2,4,34,"Voltage-dependent calcium channel gamma-2 subunit; Regulates the trafficking and gating properties of AMPA- selective glutamate receptors (AMPARs). Promotes their targeting to the cell membrane and synapses and modulates their gating properties by slowing their rates of activation, deactivation and desensitization. Does not show subunit-specific AMPA receptor regulation and regulates all AMPAR subunits. Thought to stabilize the calcium channel in an inactivated (closed) state (By similarity)."
10090.ENSMUSP00000106117,Gpx5,7,47,"Epididymal secretory glutathione peroxidase; Protects cells and enzymes from oxidative damage, by catalyzing the reduction of hydrogen peroxide, lipid peroxides and organic hydroperoxide, by glutathione. May constitute a glutathione peroxidase-like protective system against peroxide damage in sperm membrane lipids."
10090.ENSMUSP00000127619,Serpinb6c,4,35,"Serine (or cysteine) peptidase inhibitor, clade B, member 6c; Belongs to the serpin family."
10090.ENSMUSP00000071202,Chchd1,3,85,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1; Belongs to the mitochondrion-specific ribosomal protein mS37 family.
10090.ENSMUSP00000024884,Eif2ak2,4,39,"Interferon-induced, double-stranded RNA-activated protein kinase; IFN-induced dsRNA-dependent serine/threonine-protein kinase which plays a key role in the innate immune response to viral infection and is also involved in the regulation of signal transduction, apoptosis, cell proliferation and differentiation. Exerts its antiviral activity on a wide range of DNA and RNA viruses including west nile virus (WNV), sindbis virus (SV), foot-and-mouth virus (FMDV), semliki Forest virus (SFV) and lymphocytic choriomeningitis virus (LCMV). Inhibits viral replication via phosphorylation of the a [...] "
10090.ENSMUSP00000094863,Gpx4,7,39,"Phospholipid hydroperoxide glutathione peroxidase; Essential antioxidant peroxidase that directly reduces phospholipid hydroperoxide even if they are incorporated in membranes and lipoproteins. Can also reduce fatty acid hydroperoxide, cholesterol hydroperoxide and thymine hydroperoxide (By similarity). Plays a key role in protecting cells from oxidative damage by preventing membrane lipid peroxidation. Required to prevent cells from ferroptosis, a non-apoptotic cell death resulting from an iron-dependent accumulation of lipid reactive oxygen species. The presence of selenocysteine (Se [...] "
10090.ENSMUSP00000096712,Itga7,4,37,"Integrin alpha-7 heavy chain; Integrin alpha-7/beta-1 is the primary laminin receptor on skeletal myoblasts and adult myofibers. During myogenic differentiation, it may induce changes in the shape and mobility of myoblasts, and facilitate their localization at laminin-rich sites of secondary fiber formation. Involved in the maintenance of the myofibers cytoarchitecture as well as for their anchorage, viability and functional integrity. Mice carrying a ITGA7 null allele are viable and fertile, but show progressive muscular dystrophy starting soon after birth, but with a distinct variabi [...] "
10090.ENSMUSP00000072107,Grik1,4,29,"Glutamate receptor ionotropic, kainate 1; Ionotropic glutamate receptor. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. May be involved in the transmission of light information from the retina to the hypothalamus (B [...] "
10090.ENSMUSP00000000312,Cdh1,4,81,"Cadherin-1; Cadherins are calcium-dependent cell adhesion proteins. They preferentially interact with themselves in a homophilic manner in connecting cells; cadherins may thus contribute to the sorting of heterogeneous cell types. CDH1 is involved in mechanisms regulating cell-cell adhesions, mobility and proliferation of epithelial cells. Has a potent invasive suppressor role. It is a ligand for integrin alpha-E/beta-7 (By similarity).  (Microbial infection) Does not function as a receptor for L.monocytogenes internalin A (InlA); mutating a single surface-exposed residue confers recep [...] "
10090.ENSMUSP00000037631,Mrps6,3,159,"28S ribosomal protein S6, mitochondrial; Belongs to the bacterial ribosomal protein bS6 family."
10090.ENSMUSP00000071720,Camk2g,4,48,"Calcium/calmodulin-dependent protein kinase type II subunit gamma; Calcium/calmodulin-dependent protein kinase that functions autonomously after Ca(2+)/calmodulin-binding and autophosphorylation, and is involved in sarcoplasmic reticulum Ca(2+) transport in skeletal muscle and may function in dendritic spine and synapse formation and neuronal plasticity. In slow-twitch muscles, is involved in regulation of sarcoplasmic reticulum (SR) Ca(2+) transport and in fast-twitch muscle participates in the control of Ca(2+) release from the SR through phosphorylation of the ryanodine receptor-cou [...] "
10090.ENSMUSP00000059395,Eif2s3x,3,89,"Eukaryotic translation initiation factor 2 subunit 3, X-linked; As a subunit of eukaryotic initiation factor 2 (eIF2), involved in the early steps of protein synthesis. In the presence of GTP, eIF2 forms a ternary complex with initiator tRNA Met-tRNAi and then recruits the 40S ribosomal complex, a step that determines the rate of protein translation. This step is followed by mRNA binding to form the 43S pre-initiation complex. Junction of the 60S ribosomal subunit to form the 80S initiation complex is preceded by hydrolysis of the GTP bound to eIF2 and release of an eIF2-GDP binary com [...] "
10090.ENSMUSP00000119975,Rps15a,3,286,40S ribosomal protein S15a; Structural component of the ribosome. Required for proper erythropoiesis; Belongs to the universal ribosomal protein uS8 family.
10090.ENSMUSP00000114180,Ubc,11,130,"Ubiquitin-related 1; [Ubiquitin]: Exists either covalently attached to another protein, or free (unanchored). When covalently bound, it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin), a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains, when attached to a target protein, have different functions depending on the Lys residue of the ubiquitin that is linked: Lys-6-linked may be involved in DNA re [...] "
10090.ENSMUSP00000094956,Nelfe,6,50,"Negative elongation factor E; Essential component of the NELF complex, a complex that negatively regulates the elongation of transcription by RNA polymerase II (By similarity). The NELF complex, which acts via an association with the DSIF complex and causes transcriptional pausing, is counteracted by the P-TEFb kinase complex (By similarity). Provides the strongest RNA binding activity of the NELF complex and may initially recruit the NELF complex to RNA (By similarity). Belongs to the RRM NELF-E family."
10090.ENSMUSP00000022245,Mrps30,3,89,"28S ribosomal protein S30, mitochondrial; Belongs to the mitochondrion-specific ribosomal protein mL65 family."
10090.ENSMUSP00000021803,Nup153,5,24,Nucleoporin 153.
10090.ENSMUSP00000025968,Cyp2c39,7,57,"Cytochrome P450 2C39; Metabolizes arachidonic acid to produce 14,15-cis- epoxyeicosatrienoic acid (EET); Belongs to the cytochrome P450 family."
10090.ENSMUSP00000036726,Ascc3,5,67,"Activating signal cointegrator 1 complex subunit 3; 3'-5' DNA helicase involved in repair of alkylated DNA. Promotes DNA unwinding to generate single-stranded substrate needed for ALKBH3, enabling ALKBH3 to process alkylated N3-methylcytosine (3mC) within double-stranded regions. Part of the ASC-1 complex that enhances NF-kappa-B, SRF and AP1 transactivation."
10090.ENSMUSP00000024727,Cdc5l,5,59,"Cell division cycle 5-like protein; DNA-binding protein involved in cell cycle control. May act as a transcription activator. Plays role in pre-mRNA splicing as core component of precatalytic, catalytic and postcatalytic spliceosomal complexes. Component of the PRP19-CDC5L complex that forms an integral part of the spliceosome and is required for activating pre-mRNA splicing. The PRP19-CDC5L complex may also play a role in the response to DNA damage (DDR); Belongs to the CEF1 family."
10090.ENSMUSP00000100046,Sec61a2,3,128,"Protein transport protein Sec61 subunit alpha isoform 2; Appears to play a crucial role in the insertion of secretory and membrane polypeptides into the ER. It is required for assembly of membrane and secretory proteins. Found to be tightly associated with membrane-bound ribosomes, either directly or through adaptor proteins (By similarity)."
10090.ENSMUSP00000018875,Ap2b1,10,28,"AP-2 complex subunit beta; Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold but [...] "
10090.ENSMUSP00000037121,Zup1,11,17,"Zinc finger-containing ubiquitin peptidase 1; Deubiquitinase with endodeubiquitinase activity that specifically interacts with and cleaves 'Lys-63'-linked long polyubiquitin chains. Shows only weak activity against 'Lys-11' and 'Lys-48'-linked chains. Plays an important role in genome stability pathways, functioning to prevent spontaneous DNA damage and also promote cellular survival in response to exogenous DNA damage. Modulates the ubiquitination status of replication protein A (RPA) complex proteins in response to replication stress."
10090.ENSMUSP00000007799,Cav1,4,82,Caveolin-1; May act as a scaffolding protein within caveolar membranes (By similarity). Forms a stable heterooligomeric complex with CAV2 that targets to lipid rafts and drives caveolae formation. Mediates the recruitment of CAVIN proteins (CAVIN1/2/3/4) to the caveolae. Interacts directly with G-protein alpha subunits and can functionally regulate their activity (By similarity). Involved in the costimulatory signal essential for T-cell receptor (TCR)-mediated T-cell activation. Its binding to DPP4 induces T-cell proliferation and NF-kappa-B activation in a T-cell receptor/CD3-dependen [...] 
10090.ENSMUSP00000004137,Gstm7,7,41,Glutathione S-transferase Mu 7; Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles; Belongs to the GST superfamily. Mu family.
10090.ENSMUSP00000041008,H2-Ab1,4,23,"H-2 class II histocompatibility antigen, A beta chain; Belongs to the MHC class II family."
10090.ENSMUSP00000026978,Xiap,4,33,"E3 ubiquitin-protein ligase XIAP; Multi-functional protein which regulates not only caspases and apoptosis, but also modulates inflammatory signaling and immunity, copper homeostasis, mitogenic kinase signaling, cell proliferation, as well as cell invasion and metastasis. Acts as a direct caspase inhibitor. Directly bind to the active site pocket of CASP3 and CASP7 and obstructs substrate entry. Inactivates CASP9 by keeping it in a monomeric, inactive state. Acts as an E3 ubiquitin-protein ligase regulating NF-kappa-B signaling and the target proteins for its E3 ubiquitin-protein ligas [...] "
10090.ENSMUSP00000031327,Cxcl1,4,73,"Growth-regulated alpha protein; Has chemotactic activity for neutrophils. Contributes to neutrophil activation during inflammation (By similarity). Hematoregulatory chemokine, which, in vitro, suppresses hematopoietic progenitor cell proliferation. KC(5-72) shows a highly enhanced hematopoietic activity; Belongs to the intercrine alpha (chemokine CxC) family."
10090.ENSMUSP00000038961,Gm11273,9,98,"Cytochrome c oxidase subunit 5B, mitochondrial; Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol- cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane [...] "
10090.ENSMUSP00000109230,Rab7,11,13,"Ras-related protein Rab-7a; Key regulator in endo-lysosomal trafficking. Governs early- to-late endosomal maturation, microtubule minus-end as well as plus-end directed endosomal migration and positioning, and endosome-lysosome transport through different protein-protein interaction cascades. Plays a central role, not only in endosomal traffic, but also in many other cellular and physiological events, such as growth-factor-mediated cell signaling, nutrient-transportor mediated nutrient uptake, neurotrophin transport in the axons of neurons and lipid metabolism. Also involved in regulat [...] "
10090.ENSMUSP00000028926,Napb,10,32,Beta-soluble NSF attachment protein; Required for vesicular transport between the endoplasmic reticulum and the Golgi apparatus; Belongs to the SNAP family.
10090.ENSMUSP00000036288,Cct2,11,57,"T-complex protein 1 subunit beta; Component of the chaperonin-containing T-complex (TRiC), a molecular chaperone complex that assists the folding of proteins upon ATP hydrolysis. The TRiC complex mediates the folding of WRAP53/TCAB1, thereby regulating telomere maintenance. As part of the TRiC complex may play a role in the assembly of BBSome, a complex involved in ciliogenesis regulating transports vesicles to the cilia. The TRiC complex plays a role in the folding of actin and tubulin."
10090.ENSMUSP00000005671,Igf1r,4,82,"Insulin-like growth factor 1 receptor alpha chain; Receptor tyrosine kinase which mediates actions of insulin- like growth factor 1 (IGF1). Binds IGF1 with high affinity and IGF2 and insulin (INS) with a lower affinity. The activated IGF1R is involved in cell growth and survival control. IGF1R is crucial for tumor transformation and survival of malignant cell. Ligand binding activates the receptor kinase, leading to receptor autophosphorylation, and tyrosines phosphorylation of multiple substrates, that function as signaling adapter proteins including, the insulin-receptor substrates ( [...] "
10090.ENSMUSP00000102633,Hsd3b3,7,39,"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3; 3-beta-HSD is a bifunctional enzyme, that catalyzes the oxidative conversion of Delta(5)-ene-3-beta-hydroxy steroid, and the oxidative conversion of ketosteroids. The 3-beta-HSD enzymatic system plays a crucial role in the biosynthesis of all classes of hormonal steroids."
10090.ENSMUSP00000158541,Ndufs8,9,115,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial; Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)."
10090.ENSMUSP00000124963,Prkg2,4,22,cGMP-dependent protein kinase 2; Crucial regulator of intestinal secretion and bone growth. Phosphorylates and activates CFTR on the plasma membrane. Plays a key role in intestinal secretion by regulating cGMP- dependent translocation of CFTR in jejunum (By similarity). Acts downstream of NMDAR to activate the plasma membrane accumulation of GRIA1/GLUR1 in synapse and increase synaptic plasticity. Phosphorylates GRIA1/GLUR1 at Ser-863 (By similarity). Acts as regulator of gene expression and activator of the extracellular signal-regulated kinases MAPK3/ERK1 AND MAPK1/ERK2 in mechanical [...] 
10090.ENSMUSP00000050292,Ptges3,11,56,"Prostaglandin E synthase 3; Cytosolic prostaglandin synthase that catalyzes the oxidoreduction of prostaglandin endoperoxide H2 (PGH2) to prostaglandin E2 (PGE2). Molecular chaperone that localizes to genomic response elements in a hormone-dependent manner and disrupts receptor-mediated transcriptional activation, by promoting disassembly of transcriptional regulatory complexes. Facilitates HIF alpha proteins hydroxylation via interaction with EGLN1/PHD2, leading to recruit EGLN1/PHD2 to the HSP90 pathway; Belongs to the p23/wos2 family."
10090.ENSMUSP00000041652,Rpl21,3,225,60S ribosomal protein L21; Component of the large ribosomal subunit.
10090.ENSMUSP00000004377,Ptpn6,4,43,"Tyrosine-protein phosphatase non-receptor type 6; Modulates signaling by tyrosine phosphorylated cell surface receptors such as KIT and the EGF receptor/EGFR. The SH2 regions may interact with other cellular components to modulate its own phosphatase activity against interacting substrates. Together with MTUS1, induces UBE2V2 expression upon angiotensin II stimulation. Plays a key role in hematopoiesis; Belongs to the protein-tyrosine phosphatase family. Non- receptor class 2 subfamily."
10090.ENSMUSP00000025963,Noc3l,0,127,Nucleolar complex protein 3 homolog; May be required for adipogenesis.
